CODEALERTA,VPRESSAO_original
419586,ilegal_mining
419588,ilegal_mining
419592,ilegal_mining
419617,ilegal_mining
419631,ilegal_mining
419664,ilegal_mining
419676,ilegal_mining
419693,ilegal_mining
419700,ilegal_mining
419708,ilegal_mining
419719,agriculture
419750,agriculture
419756,ilegal_mining
419767,ilegal_mining
419826,agriculture
419837,agriculture
419838,ilegal_mining
419839,agriculture
419852,agriculture
419860,ilegal_mining
419865,ilegal_mining
419876,ilegal_mining
419889,ilegal_mining
419894,agriculture
419895,agriculture
419962,ilegal_mining
419982,ilegal_mining
419995,ilegal_mining
419998,ilegal_mining
420000,ilegal_mining
420002,ilegal_mining
420005,ilegal_mining
420015,agriculture
420016,ilegal_mining
420024,ilegal_mining
420028,ilegal_mining
420030,ilegal_mining
420040,ilegal_mining
420041,ilegal_mining
420044,agriculture
420052,ilegal_mining
420057,ilegal_mining
420084,ilegal_mining
420137,ilegal_mining
420162,ilegal_mining
420172,ilegal_mining
420174,ilegal_mining
420189,ilegal_mining
420205,ilegal_mining
420206,ilegal_mining
420208,agriculture
420221,agriculture
420231,agriculture
420238,agriculture
420255,agriculture
420264,ilegal_mining
420291,agriculture
420305,agriculture
420312,agriculture
420383,ilegal_mining
420387,agriculture
420396,agriculture
420409,agriculture
420411,ilegal_mining
420413,agriculture
420461,agriculture
420464,agriculture
420490,agriculture
420496,agriculture
420498,agriculture
420510,agriculture
420548,agriculture
420554,agriculture
420585,agriculture
420588,agriculture
420607,agriculture
420613,agriculture
420716,agriculture
420718,agriculture
420728,agriculture
420739,agriculture
420741,agriculture
420795,agriculture
420800,agriculture
420806,agriculture
420813,agriculture
420823,agriculture
420838,agriculture
420841,agriculture
420843,agriculture
420853,agriculture
420911,agriculture
420920,agriculture
420999,agriculture
421011,agriculture
421021,agriculture
421029,agriculture
421041,agriculture
421052,agriculture
421073,agriculture
421139,agriculture
421162,agriculture
421168,agriculture
421206,agriculture
421227,agriculture
421236,agriculture
421250,agriculture
421255,agriculture
421257,agriculture
421266,agriculture
421290,agriculture
421293,agriculture
421305,agriculture
421355,agriculture
421377,agriculture
421381,agriculture
421384,agriculture
421394,agriculture
421414,agriculture
421418,agriculture
421446,agriculture
421448,agriculture
421456,agriculture
421500,agriculture
421540,agriculture
421542,agriculture
421561,agriculture
421562,agriculture
421594,agriculture
421596,agriculture
421610,agriculture
421638,agriculture
421672,agriculture
421677,agriculture
421680,agriculture
421689,agriculture
421695,agriculture
421785,agriculture
421794,agriculture
421833,agriculture
421851,agriculture
421889,agriculture
421915,agriculture
421943,agriculture
421956,agriculture
421962,agriculture
421968,agriculture
421982,agriculture
422032,agriculture
422052,agriculture
422079,agriculture
422082,agriculture
422109,agriculture
422130,agriculture
422170,agriculture
422206,agriculture
422230,agriculture
422250,agriculture
422284,agriculture
422305,agriculture
422339,agriculture
422356,agriculture
422376,agriculture
422421,agriculture
422442,agriculture
422465,agriculture
422467,agriculture
422512,agriculture
422534,agriculture
422538,agriculture
422579,agriculture
422590,agriculture
422605,agriculture
422635,agriculture
422636,agriculture
422643,agriculture
422663,agriculture
422713,agriculture
422733,agriculture
422774,agriculture
422818,agriculture
422861,agriculture
422869,agriculture
422880,agriculture
422894,agriculture
422900,agriculture
422911,agriculture
422931,agriculture
422941,agriculture
422946,agriculture
422990,agriculture
422996,agriculture
423003,agriculture
423032,agriculture
423045,agriculture
423065,agriculture
423159,agriculture
423170,agriculture
423174,agriculture
423175,agriculture
423196,agriculture
423197,agriculture
423215,agriculture
423216,agriculture
423230,agriculture
423232,agriculture
423245,agriculture
423248,agriculture
423302,agriculture
423332,agriculture
423349,agriculture
423370,agriculture
423371,agriculture
423401,agriculture
423402,agriculture
423419,agriculture
423421,agriculture
423436,agriculture
423442,agriculture
423468,agriculture
423477,agriculture
423483,agriculture
423494,agriculture
423495,agriculture
423504,ilegal_mining
423505,agriculture
423507,agriculture
424405,agriculture
430316,agriculture
430330,agriculture
430358,ilegal_mining
430414,agriculture
430423,agriculture
430428,agriculture
439424,ilegal_mining
439426,ilegal_mining
439441,ilegal_mining
440150,agriculture
440151,agriculture
440152,agriculture
440156,agriculture
440166,agriculture
440234,agriculture
440243,agriculture
440271,agriculture
440289,agriculture
440293,agriculture
440298,agriculture
440371,ilegal_mining
440373,agriculture
440386,ilegal_mining
440448,agriculture
440529,agriculture
440533,agriculture
440585,agriculture
440590,agriculture
440591,agriculture
440609,agriculture
440629,agriculture
440720,agriculture
440744,ilegal_mining
440773,ilegal_mining
440781,agriculture
440892,agriculture
440900,agriculture
440908,agriculture
440915,ilegal_mining
440930,agriculture
440937,ilegal_mining
441060,agriculture
441113,agriculture
441161,agriculture
441170,agriculture
441242,agriculture
441245,agriculture
441397,ilegal_mining
441448,agriculture
441509,agriculture
441515,agriculture
441532,agriculture
441543,agriculture
441568,agriculture
441651,agriculture
441658,agriculture
441668,agriculture
441677,agriculture
441699,agriculture
441722,agriculture
441725,agriculture
441731,agriculture
441831,agriculture
441842,agriculture
441942,agriculture
441945,agriculture
441949,agriculture
442027,agriculture
442032,agriculture
442040,agriculture
442045,agriculture
442048,agriculture
442056,agriculture
442057,agriculture
442066,agriculture
442089,agriculture
442094,agriculture
442103,agriculture
442110,agriculture
442118,agriculture
442127,ilegal_mining
442128,ilegal_mining
442131,agriculture
442149,agriculture
442177,ilegal_mining
442218,agriculture
442227,agriculture
448990,agriculture
448998,agriculture
449013,agriculture
449036,agriculture
449039,agriculture
449044,agriculture
449052,agriculture
449094,agriculture
449134,agriculture
449135,ilegal_mining
449188,agriculture
449208,agriculture
449277,agriculture
449289,agriculture
449296,agriculture
449298,agriculture
449340,agriculture
449378,agriculture
449380,agriculture
449385,agriculture
449389,agriculture
449395,agriculture
449458,agriculture
449471,agriculture
449476,agriculture
449477,agriculture
449518,agriculture
449521,agriculture
449528,agriculture
449532,agriculture
449547,ilegal_mining
449612,agriculture
449621,agriculture
449666,agriculture
449667,agriculture
449690,ilegal_mining
449715,agriculture
449774,agriculture
449779,agriculture
449817,agriculture
449833,agriculture
449838,agriculture
449842,agriculture
449845,agriculture
449850,agriculture
449906,agriculture
449924,agriculture
449954,agriculture
450044,agriculture
450065,agriculture
450068,ilegal_mining
450101,agriculture
450110,agriculture
450119,agriculture
450121,ilegal_mining
450137,ilegal_mining
450210,agriculture
450234,agriculture
450264,agriculture
450265,agriculture
450273,agriculture
450283,agriculture
450311,agriculture
450334,agriculture
450364,agriculture
450372,agriculture
450383,agriculture
450396,agriculture
450402,agriculture
450442,agriculture
450454,ilegal_mining
450461,agriculture
450475,agriculture
450489,agriculture
450511,ilegal_mining
450518,agriculture
450556,agriculture
450565,agriculture
450566,agriculture
450602,agriculture
450622,agriculture
450676,agriculture
450677,agriculture
450680,agriculture
450693,agriculture
450710,ilegal_mining
450725,agriculture
450735,agriculture
450738,agriculture
450796,agriculture
450803,agriculture
450819,agriculture
450852,agriculture
450866,agriculture
450897,agriculture
450934,agriculture
450962,agriculture
451014,ilegal_mining
451027,ilegal_mining
451071,agriculture
451112,agriculture
451131,agriculture
451137,ilegal_mining
451197,agriculture
451201,agriculture
451228,agriculture
451249,agriculture
451266,agriculture
451294,agriculture
451309,agriculture
451366,agriculture
451389,agriculture
451399,ilegal_mining
451423,agriculture
451515,agriculture
451595,agriculture
451619,agriculture
451664,agriculture
451720,urban_expansion
451737,agriculture
451747,ilegal_mining
451765,agriculture
451768,agriculture
451778,agriculture
451786,agriculture
451799,agriculture
451813,agriculture
451851,agriculture
451856,agriculture
451862,agriculture
451868,ilegal_mining
451916,agriculture
451948,agriculture
451954,agriculture
451971,agriculture
452009,agriculture
452050,ilegal_mining
452071,agriculture
452077,agriculture
452084,agriculture
452095,agriculture
452107,agriculture
452113,agriculture
452206,agriculture
452228,agriculture
452241,agriculture
452283,ilegal_mining
452306,agriculture
452309,agriculture
452315,agriculture
452322,agriculture
452393,agriculture
452439,agriculture
452447,agriculture
452453,ilegal_mining
452469,agriculture
452536,agriculture
452627,agriculture
452638,ilegal_mining
452678,agriculture
452690,agriculture
452714,ilegal_mining
452718,agriculture
452764,agriculture
452802,agriculture
452821,agriculture
452828,agriculture
452898,ilegal_mining
452957,agriculture
452996,agriculture
453030,agriculture
453036,ilegal_mining
453050,agriculture
453060,agriculture
453071,agriculture
453142,agriculture
453168,agriculture
453179,agriculture
453185,agriculture
453244,agriculture
453253,agriculture
453276,agriculture
453283,agriculture
453317,agriculture
453335,agriculture
453372,agriculture
453378,agriculture
453379,agriculture
453449,agriculture
453502,agriculture
453516,agriculture
453525,agriculture
453549,agriculture
453559,agriculture
453571,agriculture
453572,agriculture
453670,agriculture
453702,agriculture
453718,agriculture
453738,agriculture
453740,ilegal_mining
453742,agriculture
453772,agriculture
453773,agriculture
453802,agriculture
453824,agriculture
453862,agriculture
453865,ilegal_mining
453867,agriculture
453877,agriculture
453980,agriculture
453991,agriculture
454009,agriculture
454051,agriculture
454084,agriculture
454117,agriculture
454129,ilegal_mining
454163,agriculture
454188,agriculture
454206,agriculture
454229,agriculture
454246,agriculture
454261,agriculture
454269,agriculture
454312,agriculture
454321,agriculture
454332,ilegal_mining
454345,agriculture
454383,agriculture
454427,agriculture
454460,agriculture
454475,agriculture
454481,ilegal_mining
454487,agriculture
454508,agriculture
454510,agriculture
454538,agriculture
454545,agriculture
454550,agriculture
454566,agriculture
454615,agriculture
454674,ilegal_mining
454689,agriculture
454745,agriculture
454772,agriculture
454799,agriculture
454820,agriculture
454844,agriculture
454856,agriculture
454875,agriculture
454877,agriculture
454902,agriculture
454964,agriculture
454974,agriculture
454989,agriculture
455010,agriculture
455031,agriculture
455032,agriculture
455058,agriculture
455089,agriculture
455101,agriculture
455116,agriculture
455202,agriculture
455279,agriculture
455307,agriculture
455340,ilegal_mining
455361,agriculture
455419,agriculture
455421,agriculture
455434,agriculture
455462,agriculture
455467,agriculture
455470,agriculture
455521,agriculture
455541,agriculture
455542,ilegal_mining
455567,ilegal_mining
455693,agriculture
455794,agriculture
455843,agriculture
455869,agriculture
455901,agriculture
455957,agriculture
455966,agriculture
455989,agriculture
455998,agriculture
456009,agriculture
456012,agriculture
456062,agriculture
456065,agriculture
456066,agriculture
456111,agriculture
456112,agriculture
456119,agriculture
456120,agriculture
456132,agriculture
456162,agriculture
456163,agriculture
456168,agriculture
456200,agriculture
456230,agriculture
456262,agriculture
456284,agriculture
456300,ilegal_mining
456323,agriculture
456325,agriculture
456328,ilegal_mining
456329,ilegal_mining
456333,ilegal_mining
456338,agriculture
456342,agriculture
456384,ilegal_mining
456388,agriculture
456398,ilegal_mining
456400,ilegal_mining
456401,ilegal_mining
456402,ilegal_mining
456406,ilegal_mining
456409,ilegal_mining
456427,agriculture
456430,agriculture
456532,agriculture
456559,agriculture
456593,agriculture
456597,agriculture
456610,agriculture
456611,ilegal_mining
456613,ilegal_mining
456614,ilegal_mining
456648,agriculture
456649,agriculture
456691,ilegal_mining
456694,ilegal_mining
456698,ilegal_mining
456709,agriculture
456723,agriculture
456746,agriculture
456750,agriculture
456762,agriculture
456765,agriculture
456778,agriculture
456804,agriculture
456821,agriculture
456835,agriculture
456839,agriculture
456861,agriculture
456872,agriculture
456873,agriculture
456882,agriculture
456890,agriculture
456893,agriculture
456894,agriculture
456901,agriculture
456982,agriculture
456983,agriculture
456987,agriculture
456995,agriculture
457035,agriculture
457051,agriculture
457054,agriculture
457119,agriculture
457136,agriculture
457165,agriculture
457171,agriculture
457173,agriculture
457181,agriculture
457185,agriculture
457198,agriculture
457217,agriculture
457248,agriculture
457249,agriculture
457265,agriculture
457271,agriculture
457284,agriculture
457298,agriculture
457317,agriculture
457319,agriculture
457320,agriculture
457336,agriculture
457340,agriculture
457357,agriculture
457360,agriculture
457363,agriculture
457376,agriculture
457384,agriculture
457404,agriculture
457411,agriculture
457450,agriculture
457460,agriculture
457461,agriculture
457481,agriculture
457485,agriculture
457505,agriculture
457518,agriculture
457520,agriculture
457529,ilegal_mining
457538,agriculture
457577,agriculture
457616,agriculture
457627,agriculture
457643,agriculture
457649,agriculture
457672,agriculture
457673,agriculture
457722,agriculture
457741,agriculture
457752,agriculture
457763,agriculture
457807,agriculture
457815,agriculture
457867,agriculture
457878,agriculture
457924,agriculture
457934,agriculture
457989,agriculture
458004,agriculture
458093,agriculture
458096,agriculture
458113,agriculture
458152,agriculture
458179,agriculture
458183,agriculture
458207,agriculture
458260,agriculture
458311,agriculture
458318,agriculture
458328,agriculture
458331,agriculture
458336,agriculture
458346,ilegal_mining
458375,agriculture
458381,agriculture
458394,agriculture
458407,agriculture
458426,agriculture
458431,agriculture
458439,agriculture
458465,agriculture
458504,agriculture
458508,agriculture
458517,agriculture
458525,agriculture
458530,agriculture
458538,agriculture
458548,agriculture
458594,agriculture
458596,agriculture
458609,agriculture
458625,agriculture
458637,agriculture
458641,agriculture
458705,agriculture
458708,agriculture
458729,agriculture
458734,agriculture
458772,agriculture
